doc_id,sentence_id,start_token,pos_ngram,phrase,book,chapter,section,macro_genre
Isaiah_1,3,2,NOUN_PUNCT_PRON_NOUN_CCONJ,"ox , my people doth",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,20,PUNCT_PRON_NOUN_CCONJ_PART,", my people doth not",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,21,PRON_NOUN_CCONJ_PART_VERB,my people doth not consider,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,22,NOUN_CCONJ_PART_VERB_PUNCT,people doth not consider .,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,23,CCONJ_PART_VERB_PUNCT_ADP,doth not consider . knoweth,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,24,PART_VERB_PUNCT_ADP_PRON,not consider . knoweth his,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,25,VERB_PUNCT_ADP_PRON_NOUN,consider . knoweth his owner,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,26,PUNCT_ADP_PRON_NOUN_PUNCT,". knoweth his owner ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,3,ADP_PRON_NOUN_PUNCT_CCONJ,"knoweth his owner , and",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,4,PRON_NOUN_PUNCT_CCONJ_DET,"his owner , and the",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,3,5,NOUN_PUNCT_CCONJ_DET_NOUN,"owner , and the ass",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,1,ADV_PUNCT_DET_NOUN_ADP,"Ah , a seed of",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,10,PUNCT_DET_NOUN_ADP_NOUN,", a seed of evildoers",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,11,DET_NOUN_ADP_NOUN_PUNCT,"a seed of evildoers ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,12,NOUN_ADP_NOUN_PUNCT_NOUN,"seed of evildoers , children",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,13,ADP_NOUN_PUNCT_NOUN_PRON,"of evildoers , children that",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,14,NOUN_PUNCT_NOUN_PRON_AUX,"evildoers , children that are",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,15,PUNCT_NOUN_PRON_AUX_NOUN,", children that are corrupters",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,16,NOUN_PRON_AUX_NOUN_ADJ,children that are corrupters sinful,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,17,PRON_AUX_NOUN_ADJ_PUNCT,that are corrupters sinful :,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,18,AUX_NOUN_ADJ_PUNCT_NOUN,are corrupters sinful : nation,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,19,NOUN_ADJ_PUNCT_NOUN_PUNCT,"corrupters sinful : nation ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,2,ADJ_PUNCT_NOUN_PUNCT_DET,"sinful : nation , a",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,20,PUNCT_NOUN_PUNCT_DET_NOUN,": nation , a people",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,3,NOUN_PUNCT_DET_NOUN_NOUN,"nation , a people laden",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,4,PUNCT_DET_NOUN_NOUN_ADP,", a people laden with",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,4,5,DET_NOUN_NOUN_ADP_NOUN,a people laden with iniquity,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,1,PRON_DET_PROPN_PROPN_ADP,they the Holy One of,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,10,DET_PROPN_PROPN_ADP_PROPN,the Holy One of Israel,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,11,PROPN_PROPN_ADP_PROPN_PROPN,Holy One of Israel unto,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,12,PROPN_ADP_PROPN_PROPN_NOUN,One of Israel unto anger,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,13,ADP_PROPN_PROPN_NOUN_PUNCT,"of Israel unto anger ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,14,PROPN_PROPN_NOUN_PUNCT_PRON,"Israel unto anger , they",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,15,PROPN_NOUN_PUNCT_PRON_AUX,"unto anger , they are",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,16,NOUN_PUNCT_PRON_AUX_AUX,"anger , they are have",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,17,PUNCT_PRON_AUX_AUX_VERB,", they are have gone",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,18,PRON_AUX_AUX_VERB_ADV,they are have gone away,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,19,AUX_AUX_VERB_ADV_ADV,are have gone away backward,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,2,AUX_VERB_ADV_ADV_PUNCT,have gone away backward .,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,20,VERB_ADV_ADV_PUNCT_VERB,gone away backward . forsaken,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,21,ADV_ADV_PUNCT_VERB_DET,away backward . forsaken the,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,22,ADV_PUNCT_VERB_DET_NOUN,backward . forsaken the LORD,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,23,PUNCT_VERB_DET_NOUN_PUNCT,". forsaken the LORD ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,3,VERB_DET_NOUN_PUNCT_PRON,"forsaken the LORD , they",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,4,DET_NOUN_PUNCT_PRON_AUX,"the LORD , they have",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,5,5,NOUN_PUNCT_PRON_AUX_VERB,"LORD , they have provoked",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,6,1,ADV_AUX_PRON_AUX_ADJ,Why should ye be stricken,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,6,2,AUX_PRON_AUX_ADJ_DET,should ye be stricken any,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,6,3,PRON_AUX_ADJ_DET_ADJ,ye be stricken any more,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,6,4,AUX_ADJ_DET_ADJ_PUNCT,be stricken any more ?,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,1,PRON_NOUN_AUX_ADJ_PUNCT,"ye head is sick ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,10,NOUN_AUX_ADJ_PUNCT_CCONJ,"head is sick , and",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,11,AUX_ADJ_PUNCT_CCONJ_DET,"is sick , and the",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,12,ADJ_PUNCT_CCONJ_DET_ADJ,"sick , and the whole",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,13,PUNCT_CCONJ_DET_ADJ_NOUN,", and the whole heart",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,14,CCONJ_DET_ADJ_NOUN_NOUN,and the whole heart faint,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,15,DET_ADJ_NOUN_NOUN_PUNCT,the whole heart faint .,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,16,ADJ_NOUN_NOUN_PUNCT_AUX,whole heart faint . will,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,17,NOUN_NOUN_PUNCT_AUX_VERB,heart faint . will revolt,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,18,NOUN_PUNCT_AUX_VERB_ADJ,faint . will revolt more,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,19,PUNCT_AUX_VERB_ADJ_CCONJ,. will revolt more and,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,2,AUX_VERB_ADJ_CCONJ_ADJ,will revolt more and more,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,3,VERB_ADJ_CCONJ_ADJ_PUNCT,revolt more and more :,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,4,ADJ_CCONJ_ADJ_PUNCT_DET,more and more : the,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,7,5,CCONJ_ADJ_PUNCT_DET_ADJ,and more : the whole,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,1,ADP_NOUN_PRON_VERB_DET,From head there is no,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,10,NOUN_PRON_VERB_DET_NOUN,head there is no soundness,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,11,PRON_VERB_DET_NOUN_ADP,there is no soundness in,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,12,VERB_DET_NOUN_ADP_PRON,is no soundness in it,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,13,DET_NOUN_ADP_PRON_PUNCT,no soundness in it ;,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,14,NOUN_ADP_PRON_PUNCT_CCONJ,soundness in it ; but,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,15,ADP_PRON_PUNCT_CCONJ_NOUN,in it ; but wounds,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,16,PRON_PUNCT_CCONJ_NOUN_DET,it ; but wounds the,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,17,PUNCT_CCONJ_NOUN_DET_PUNCT,"; but wounds the ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,18,CCONJ_NOUN_DET_PUNCT_CCONJ,"but wounds the , and",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,19,NOUN_DET_PUNCT_CCONJ_NOUN,"wounds the , and bruises",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,2,DET_PUNCT_CCONJ_NOUN_PUNCT,"the , and bruises ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,20,PUNCT_CCONJ_NOUN_PUNCT_CCONJ,", and bruises , and",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,21,CCONJ_NOUN_PUNCT_CCONJ_VERB,"and bruises , and putrifying",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,22,NOUN_PUNCT_CCONJ_VERB_NOUN,"bruises , and putrifying sores",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,23,PUNCT_CCONJ_VERB_NOUN_PUNCT,", and putrifying sores :",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,24,CCONJ_VERB_NOUN_PUNCT_PRON,and putrifying sores : they,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,25,VERB_NOUN_PUNCT_PRON_AUX,putrifying sores : they have,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,26,NOUN_PUNCT_PRON_AUX_NOUN,sores : they have sole,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,27,PUNCT_PRON_AUX_NOUN_PART,: they have sole not,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,28,PRON_AUX_NOUN_PART_AUX,they have sole not been,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,29,AUX_NOUN_PART_AUX_VERB,have sole not been closed,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,3,NOUN_PART_AUX_VERB_PUNCT,"sole not been closed ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,30,PART_AUX_VERB_PUNCT_DET,"not been closed , neither",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,31,AUX_VERB_PUNCT_DET_ADJ,"been closed , neither bound",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,32,VERB_PUNCT_DET_ADJ_NOUN,"closed , neither bound up",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,33,PUNCT_DET_ADJ_NOUN_PUNCT,", neither bound up ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,34,DET_ADJ_NOUN_PUNCT_CCONJ,"neither bound up , neither",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,35,ADJ_NOUN_PUNCT_CCONJ_VERB,"bound up , neither mollified",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,36,NOUN_PUNCT_CCONJ_VERB_ADP,"up , neither mollified of",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,37,PUNCT_CCONJ_VERB_ADP_ADP,", neither mollified of with",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,38,CCONJ_VERB_ADP_ADP_NOUN,neither mollified of with ointment,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,39,VERB_ADP_ADP_NOUN_PUNCT,mollified of with ointment .,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,4,ADP_ADP_NOUN_PUNCT_DET,of with ointment . the,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,40,ADP_NOUN_PUNCT_DET_NOUN,with ointment . the foot,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,41,NOUN_PUNCT_DET_NOUN_ADV,ointment . the foot even,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,42,PUNCT_DET_NOUN_ADV_ADP,. the foot even unto,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,8,5,DET_NOUN_ADV_ADP_DET,the foot even unto the,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,1,PRON_ADP_NOUN_PUNCT_PRON,Your with fire : your,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,10,ADP_NOUN_PUNCT_PRON_NOUN,with fire : your land,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,11,NOUN_PUNCT_PRON_NOUN_PUNCT,"fire : your land ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,12,PUNCT_PRON_NOUN_PUNCT_NOUN,": your land , strangers",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,13,PRON_NOUN_PUNCT_NOUN_VERB,"your land , strangers devour",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,14,NOUN_PUNCT_NOUN_VERB_PRON,"land , strangers devour it",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,15,PUNCT_NOUN_VERB_PRON_ADP,", strangers devour it in",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,16,NOUN_VERB_PRON_ADP_NOUN,strangers devour it in country,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,17,VERB_PRON_ADP_NOUN_PRON,devour it in country your,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,18,PRON_ADP_NOUN_PRON_NOUN,it in country your presence,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,19,ADP_NOUN_PRON_NOUN_PUNCT,"in country your presence ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,2,NOUN_PRON_NOUN_PUNCT_CCONJ,"country your presence , and",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,20,PRON_NOUN_PUNCT_CCONJ_PRON,"your presence , and it",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,21,NOUN_PUNCT_CCONJ_PRON_AUX,"presence , and it is",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,22,PUNCT_CCONJ_PRON_AUX_ADJ,", and it is desolate",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,23,CCONJ_PRON_AUX_ADJ_PUNCT,"and it is desolate ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,24,PRON_AUX_ADJ_PUNCT_SCONJ,"it is desolate , as",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,25,AUX_ADJ_PUNCT_SCONJ_VERB,"is desolate , as overthrown",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,26,ADJ_PUNCT_SCONJ_VERB_AUX,"desolate , as overthrown is",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,27,PUNCT_SCONJ_VERB_AUX_ADP,", as overthrown is by",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,28,SCONJ_VERB_AUX_ADP_NOUN,as overthrown is by strangers,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,29,VERB_AUX_ADP_NOUN_PUNCT,overthrown is by strangers .,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,3,AUX_ADP_NOUN_PUNCT_VERB,is by strangers . desolate,Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,30,ADP_NOUN_PUNCT_VERB_PUNCT,"by strangers . desolate ,",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,31,NOUN_PUNCT_VERB_PUNCT_PRON,"strangers . desolate , your",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,32,PUNCT_VERB_PUNCT_PRON_NOUN,". desolate , your cities",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,4,VERB_PUNCT_PRON_NOUN_AUX,"desolate , your cities are",Isaiah,1,Isaiah_1_35,Prophetic
Isaiah_1,9,5,PUNCT_PRON_NOUN_AUX_VERB,", your cities are burned",Isaiah,1,Isaiah_1_35,Prophetic
