doc_id,neighbor_doc_id,similarity,rank,author,author_code,short_name,chapter_title,target_book,target_chapter,target_header,mosiah_priority,mosiah_priority_label
JS-1,Mosiah_26,0.9071862700821784,14,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,26,Mosiah 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,2_Nephi_24,0.9059194326557775,15,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,24,2 Nephi 24,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,Alma_45,0.9037991034308233,16,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,Alma,45,Alma 45,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,2_Nephi_8,0.9032903684961385,17,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,8,2 Nephi 8,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,2_Nephi_1,0.9014348595661319,18,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,1,2 Nephi 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,Mosiah_15,0.9003320061943292,19,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,15,Mosiah 15,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,Mosiah_7,0.900322570517093,20,Joseph Smith,JS,JS-1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,1_Nephi_21,0.8966216448957066,1,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,1 Nephi,21,1 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,Mosiah_12,0.876147691462829,2,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,Mosiah,12,Mosiah 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,3_Nephi_22,0.8756652195879583,3,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,3 Nephi,22,3 Nephi 22,MP-2,MP-2_3Nephi_to_Moroni
JS-2,2_Nephi_8,0.872037387415805,4,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,8,2 Nephi 8,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_24,0.8697965869257206,5,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,24,2 Nephi 24,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_20,0.8618012973398615,6,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,20,2 Nephi 20,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_13,0.861448526346072,7,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,13,2 Nephi 13,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_17,0.8572823888964014,8,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,17,2 Nephi 17,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,Mosiah_3,0.8546432213383981,9,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,Mosiah,3,Mosiah 3,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,Alma_45,0.8535617644283766,10,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,Alma,45,Alma 45,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,Ether_3,0.8487178423325165,11,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,Ether,3,Ether 3,MP-2,MP-2_3Nephi_to_Moroni
JS-2,Helaman_12,0.8481056188619601,12,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,Helaman,12,Helaman 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,2_Nephi_12,0.8460754465961957,13,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,12,2 Nephi 12,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,Ether_5,0.8437158404971158,14,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,Ether,5,Ether 5,MP-2,MP-2_3Nephi_to_Moroni
JS-2,2_Nephi_27,0.8436903996708681,15,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,27,2 Nephi 27,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,3_Nephi_20,0.8423826308298624,16,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,3 Nephi,20,3 Nephi 20,MP-2,MP-2_3Nephi_to_Moroni
JS-2,2_Nephi_6,0.837125382939369,17,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,6,2 Nephi 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_3,0.8359301830224614,18,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,3,2 Nephi 3,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_16,0.835740132098675,19,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,16,2 Nephi 16,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_15,0.8349921253716753,20,Joseph Smith,JS,JS-2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,15,2 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Jacob_4,0.9120256387854762,1,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Jacob,4,Jacob 4,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Mosiah_16,0.8985444889864498,2,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mosiah_5,0.8978904606998006,3,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,5,Mosiah 5,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_24,0.8978321328360359,4,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,24,Alma 24,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mormon_5,0.8954604011812484,5,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mormon,5,Mormon 5,MP-2,MP-2_3Nephi_to_Moroni
JS-3,Mosiah_8,0.8934761868121726,6,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_58,0.8928614269462423,7,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,58,Alma 58,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Jacob_1,0.8924492750974335,8,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Jacob,1,Jacob 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Mosiah_7,0.891481047693734,9,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mosiah_1,0.8906786810155545,10,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,1,Mosiah 1,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mosiah_22,0.8844981946074111,11,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,22,Mosiah 22,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_46,0.8823033180314807,12,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,46,Alma 46,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,2_Nephi_28,0.8818694295784335,13,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,2 Nephi,28,2 Nephi 28,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Mosiah_29,0.8816988334746758,14,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,29,Mosiah 29,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Moroni_9,0.881241188419998,15,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Moroni,9,Moroni 9,MP-2,MP-2_3Nephi_to_Moroni
JS-3,Alma_26,0.8808622177304724,16,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,26,Alma 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_57,0.8807108791539582,17,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,57,Alma 57,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_12,0.8805861503475287,18,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,12,Alma 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_27,0.8804785902085452,19,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,27,Alma 27,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_61,0.8790512154157526,20,Joseph Smith,JS,JS-3,Liberty Jail Letter (March 1839) as D&C 123,Alma,61,Alma 61,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Helaman_2,0.9244858159906693,1,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Omni_1,0.9129616550978497,2,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Ether_14,0.9103991625224247,3,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,14,Ether 14,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Alma_63,0.9081056141911396,4,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,63,Alma 63,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Alma_55,0.9078425843938307,5,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,55,Alma 55,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Ether_7,0.9063278942118498,6,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,7,Ether 7,MP-2,MP-2_3Nephi_to_Moroni
JS-4,1_Nephi_4,0.903229592812509,7,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",1 Nephi,4,1 Nephi 4,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Alma_15,0.9032186764660969,8,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,15,Alma 15,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Ether_10,0.9025253737305268,9,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,10,Ether 10,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Mosiah_6,0.9018684813972839,10,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,6,Mosiah 6,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Mosiah_23,0.9012754053338954,11,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,23,Mosiah 23,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,1_Nephi_8,0.898470528214267,12,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",1 Nephi,8,1 Nephi 8,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Enos_1,0.8960842375610585,13,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Enos,1,Enos 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,3_Nephi_5,0.8959837623007515,14,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",3 Nephi,5,3 Nephi 5,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Mosiah_27,0.8943377988957851,15,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Alma_47,0.8943054812781391,16,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,47,Alma 47,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Mosiah_20,0.8941220172656934,17,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,20,Mosiah 20,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Ether_9,0.89275512991623,18,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,9,Ether 9,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Jacob_7,0.8923904417460892,19,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Jacob,7,Jacob 7,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Alma_42,0.8902616163888893,20,Joseph Smith,JS,JS-4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_8,0.9336460685249897,1,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_7,0.9261086229502209,2,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,2_Nephi_2,0.9244056961655829,3,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",2 Nephi,2,2 Nephi 2,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Omni_1,0.9238928476925674,4,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Alma_18,0.9233986952242923,5,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,18,Alma 18,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_16,0.9230745860366534,6,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_18,0.9215957061614345,7,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_55,0.9176115531746504,8,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,55,Alma 55,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_8,0.9166210614028737,9,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,8,Alma 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_10,0.9158709825813938,10,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_20,0.9145769738562195,11,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,20,Alma 20,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Jacob_7,0.9143112741370999,12,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Jacob,7,Jacob 7,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Moroni_8,0.9133566249145557,13,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Moroni,8,Moroni 8,MP-2,MP-2_3Nephi_to_Moroni
JS-5,Alma_11,0.9118467953574446,14,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,11,Alma 11,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_20,0.9116659573988207,15,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,20,Mosiah 20,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_26,0.9111707721186937,16,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,26,Mosiah 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,1_Nephi_3,0.9095616646540168,17,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",1 Nephi,3,1 Nephi 3,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Helaman_2,0.908356221441069,18,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_26,0.9080967113646545,19,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,26,Alma 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_61,0.9071922681272926,20,Joseph Smith,JS,JS-5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,61,Alma 61,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,2_Nephi_23,0.7674133851639097,1,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,23,2 Nephi 23,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,2_Nephi_22,0.7598894424233825,2,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,22,2 Nephi 22,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Moroni_8,0.7470117102688569,3,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Moroni,8,Moroni 8,MP-2,MP-2_3Nephi_to_Moroni
JS-6,1_Nephi_12,0.7456544700150021,4,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",1 Nephi,12,1 Nephi 12,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Mosiah_16,0.7451392653561718,5,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,Mormon_4,0.7413554240960012,6,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mormon,4,Mormon 4,MP-2,MP-2_3Nephi_to_Moroni
JS-6,2_Nephi_21,0.7410381984191073,7,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,21,2 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Alma_40,0.7400693355686893,8,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,2_Nephi_17,0.7395696691815754,9,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,17,2 Nephi 17,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,1_Nephi_3,0.7395224847414701,10,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",1 Nephi,3,1 Nephi 3,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,2_Nephi_19,0.7368309075544809,11,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,19,2 Nephi 19,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Mosiah_8,0.7355641437824648,12,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,Mosiah_14,0.7346055226377256,13,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mosiah,14,Mosiah 14,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,1_Nephi_20,0.7342532523691365,14,Joseph Smith,JS,JS-6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",1 Nephi,20,1 Nephi 20,MP-3,MP-3_1Nephi_to_WordsOfMormon
